#Assembly 1	Assembly 2
A01p00020.1_BnaDARv10-PA	CDY61895.1
C05p54570.1_BnaDARv10-PA	CDY23592.1
C05p54580.1_BnaDARv10-PA	CDY23591.1
C05p54590.1_BnaDARv10-PA	CDY70059.1
C05p54600.1_BnaDARv10-PA	CDY44007.1
C05p54610.1_BnaDARv10-PA	CDY23588.1
C05p54620.1_BnaDARv10-PA	CDY23587.1
C05p54640.1_BnaDARv10-PA	CDY23585.1
C05p54650.1_BnaDARv10-PA	CDY23584.1
C05p54670.1_BnaDARv10-PA	CDY23582.1
C05p54680.1_BnaDARv10-PA	CDY44011.1
C05p54690.1_BnaDARv10-PA	CDY23579.1
C05p54700.1_BnaDARv10-PA	CDY44013.1
C05p54720.1_BnaDARv10-PA	CDY23575.1
C05p54730.1_BnaDARv10-PA	CDY71794.1
C05p54750.1_BnaDARv10-PA	CDY23574.1
C05p54770.1_BnaDARv10-PA	CDY23572.1
C05p54780.1_BnaDARv10-PA	CDY23571.1
C05p54790.1_BnaDARv10-PA	CDY23570.1
C05p54810.1_BnaDARv10-PA	CDY23568.1
C05p54820.1_BnaDARv10-PA	CDY23567.1
C05p54830.1_BnaDARv10-PA	CDY23566.1
C05p54840.1_BnaDARv10-PA	CDY23565.1
C05p54850.1_BnaDARv10-PA	CDY44023.1
C05p54860.1_BnaDARv10-PA	CDY23563.1
C05p54870.1_BnaDARv10-PA	CDY23562.1
C05p54890.1_BnaDARv10-PA	CDY23561.1
C05p54900.1_BnaDARv10-PA	CDY23560.1
C05p54920.1_BnaDARv10-PA	CDY23559.1
C05p54940.1_BnaDARv10-PA	CDY23558.1
C05p54960.1_BnaDARv10-PA	CDY23556.1
C05p54970.1_BnaDARv10-PA	CDY23555.1
C05p55010.1_BnaDARv10-PA	CDY60122.1
C05p55030.1_BnaDARv10-PA	CDY70527.1
C05p55040.1_BnaDARv10-PA	CDY52882.1
C05p55050.1_BnaDARv10-PA	CDY52881.1
C05p55060.1_BnaDARv10-PA	CDY52880.1
C05p55070.1_BnaDARv10-PA	CDY52879.1
C05p55080.1_BnaDARv10-PA	CDY52877.1
C05p55090.1_BnaDARv10-PA	CDY52874.1
C05p55100.1_BnaDARv10-PA	CDY52873.1
C05p55130.1_BnaDARv10-PA	CDY52871.1
C05p55140.1_BnaDARv10-PA	CDY08404.1
C05p55150.1_BnaDARv10-PA	CDY52869.1
C05p55160.1_BnaDARv10-PA	CDY42175.1
C05p55170.1_BnaDARv10-PA	CDY42174.1
C05p55180.1_BnaDARv10-PA	CDY42173.1
C05p55190.1_BnaDARv10-PA	CDY42171.1
C05p55200.1_BnaDARv10-PA	CDY42170.1
C05p55210.1_BnaDARv10-PA	CDY42169.1
C05p55220.1_BnaDARv10-PA	CDY42168.1
C05p55230.1_BnaDARv10-PA	CDY72542.1
C05p55240.1_BnaDARv10-PA	CDY42167.1
C05p55250.1_BnaDARv10-PA	CDY42166.1
C05p55270.1_BnaDARv10-PA	CDY42164.1
C05p55280.1_BnaDARv10-PA	CDY42163.1
C05p55310.1_BnaDARv10-PA	CDY42160.1
C05p55320.1_BnaDARv10-PA	CDY67538.1
C05p55330.1_BnaDARv10-PA	CDY42159.1
C05p55350.1_BnaDARv10-PA	CDY42157.1
C05p55360.1_BnaDARv10-PA	CDY42156.1
C05p55370.1_BnaDARv10-PA	CDY42155.1
C05p55380.1_BnaDARv10-PA	CDY42154.1
C05p55400.1_BnaDARv10-PA	CDY42152.1
C05p55410.1_BnaDARv10-PA	CDY42151.1
C05p55420.1_BnaDARv10-PA	CDY08429.1
C05p55430.1_BnaDARv10-PA	CDY42149.1
C05p55440.1_BnaDARv10-PA	CDY42148.1
C05p55450.1_BnaDARv10-PA	CDY42147.1
C05p55460.1_BnaDARv10-PA	CDY42146.1
C05p55480.1_BnaDARv10-PA	CDY42144.1
C05p55490.1_BnaDARv10-PA	CDY42143.1
C05p55500.1_BnaDARv10-PA	CDY42142.1
C05p55510.1_BnaDARv10-PA	CDY42141.1
C05p55520.1_BnaDARv10-PA	CDY42140.1
C05p55530.1_BnaDARv10-PA	CDY42139.1
C05p55540.1_BnaDARv10-PA	CDY08443.1
C05p55560.1_BnaDARv10-PA	CDY42136.1
C05p55570.1_BnaDARv10-PA	CDY42133.1
C05p55580.1_BnaDARv10-PA	CDY42132.1
C05p55590.1_BnaDARv10-PA	CDY42131.1
C05p55600.1_BnaDARv10-PA	CDY42130.1
C05p55610.1_BnaDARv10-PA	CDY08450.1
C05p55620.1_BnaDARv10-PA	CDY42128.1
C05p55630.1_BnaDARv10-PA	CDY42127.1
C05p55640.1_BnaDARv10-PA	CDY42126.1
C05p55650.1_BnaDARv10-PA	CDY69390.1
C05p55660.1_BnaDARv10-PA	CDY42125.1
C05p55680.1_BnaDARv10-PA	CDY08453.1
C05p55690.1_BnaDARv10-PA	CDY08454.1
C05p55700.1_BnaDARv10-PA	CDY08455.1
C05p55720.1_BnaDARv10-PA	CDY08456.1
C05p55730.1_BnaDARv10-PA	CDY08457.1
C05p55740.1_BnaDARv10-PA	CDY08458.1
C05p55780.1_BnaDARv10-PA	CDY08463.1
C05p55860.1_BnaDARv10-PA	CDY08467.1
C05p55890.1_BnaDARv10-PA	CDY08465.1
C05p55950.1_BnaDARv10-PA	CDY08474.1
C05p55980.1_BnaDARv10-PA	CDY08477.1
C05p56000.1_BnaDARv10-PA	CDY08479.1
C05p56010.1_BnaDARv10-PA	CDY08480.1
C05p56020.1_BnaDARv10-PA	CDY08484.1
C05p56080.1_BnaDARv10-PA	CDY53919.1
C05p56090.1_BnaDARv10-PA	CDY08492.1
C05p56110.1_BnaDARv10-PA	CDY08494.1
C05p56120.1_BnaDARv10-PA	CDY08495.1
C05p56170.1_BnaDARv10-PA	CDY08500.1
C05p56210.1_BnaDARv10-PA	CDY08502.1
C05p56220.1_BnaDARv10-PA	CDY08503.1
C05p56240.1_BnaDARv10-PA	CDY08504.1
C05p56250.1_BnaDARv10-PA	CDY08505.1
C05p56280.1_BnaDARv10-PA	CDY08506.1
C05p56310.1_BnaDARv10-PA	CDY08508.1
C05p56320.1_BnaDARv10-PA	CDY08509.1
C05p56330.1_BnaDARv10-PA	CDY08510.1
C05p56340.1_BnaDARv10-PA	CDY08511.1
C05p56390.1_BnaDARv10-PA	CDY08513.1
C05p56400.1_BnaDARv10-PA	CDY08514.1
C05p56410.1_BnaDARv10-PA	CDY08515.1
C05p56440.1_BnaDARv10-PA	CDY08517.1
C05p56500.1_BnaDARv10-PA	CDY08518.1
C05p56510.1_BnaDARv10-PA	CDY23694.1
C05p56560.1_BnaDARv10-PA	CDY67279.1
C05p56620.1_BnaDARv10-PA	CDY56854.1
C05p56640.1_BnaDARv10-PA	CDY56854.1
C05p56660.1_BnaDARv10-PA	CDY56853.1
C05p56670.1_BnaDARv10-PA	CDY56852.1
C05p56680.1_BnaDARv10-PA	CDY56850.1
C05p56690.1_BnaDARv10-PA	CDY56849.1
C05p56730.1_BnaDARv10-PA	CDY56847.1
C05p56740.1_BnaDARv10-PA	CDY08530.1
C05p56760.1_BnaDARv10-PA	CDY08532.1
C05p56780.1_BnaDARv10-PA	CDY08535.1
C05p56820.1_BnaDARv10-PA	CDY08539.1
C05p56880.1_BnaDARv10-PA	CDY08543.1
C05p56890.1_BnaDARv10-PA	CDY08544.1
C05p56900.1_BnaDARv10-PA	CDY08545.1
C05p56940.1_BnaDARv10-PA	CDY08548.1
C05p56960.1_BnaDARv10-PA	CDY36301.1
C05p56970.1_BnaDARv10-PA	CDY08550.1
C05p56990.1_BnaDARv10-PA	CDY08551.1
C05p57040.1_BnaDARv10-PA	CDY08555.1
C05p57080.1_BnaDARv10-PA	CDY70258.1
C05p57100.1_BnaDARv10-PA	CDY08561.1
C05p57140.1_BnaDARv10-PA	CDY08564.1
C05p57250.1_BnaDARv10-PA	CDY65416.1
C05p57260.1_BnaDARv10-PA	CDY65415.1
C05p57280.1_BnaDARv10-PA	CDY08571.1
C05p57300.1_BnaDARv10-PA	CDY65411.1
C05p57330.1_BnaDARv10-PA	CDY65409.1
C05p57350.1_BnaDARv10-PA	CDY08578.1
C05p57430.1_BnaDARv10-PA	CDY08586.1
C05p57480.1_BnaDARv10-PA	CDY08591.1
C05p57530.1_BnaDARv10-PA	CDY08598.1
C05p57560.1_BnaDARv10-PA	CDY08601.1
C05p57600.1_BnaDARv10-PA	CDY08603.1
C05p57640.1_BnaDARv10-PA	CDY22486.1
C05p57750.1_BnaDARv10-PA	CDY08604.1
C05p57760.1_BnaDARv10-PA	CDY08605.1
C05p57770.1_BnaDARv10-PA	CDY08606.1
C05p57780.1_BnaDARv10-PA	CDY08608.1
C05p57790.1_BnaDARv10-PA	CDY08609.1
C05p57840.1_BnaDARv10-PA	CDY08611.1
C05p57890.1_BnaDARv10-PA	CDY08616.1
C05p57910.1_BnaDARv10-PA	CDY08618.1
C05p57920.1_BnaDARv10-PA	CDY08619.1
C05p57930.1_BnaDARv10-PA	CDY08620.1
C05p57940.1_BnaDARv10-PA	CDY08621.1
C05p57970.1_BnaDARv10-PA	CDY60167.1
C05p58000.1_BnaDARv10-PA	CDY60165.1
C05p58030.1_BnaDARv10-PA	CDY60161.1
C05p58070.1_BnaDARv10-PA	CDY60155.1
C05p58090.1_BnaDARv10-PA	CDY66568.1
C05p58100.1_BnaDARv10-PA	CDY13367.1
C05p58110.1_BnaDARv10-PA	CDY66569.1
C05p58140.1_BnaDARv10-PA	CDY41570.1
C05p58150.1_BnaDARv10-PA	CDY41571.1
C05p58160.1_BnaDARv10-PA	CDY41572.1
C05p58170.1_BnaDARv10-PA	CDY41573.1
C05p58180.1_BnaDARv10-PA	CDY41574.1
C05p58190.1_BnaDARv10-PA	CDY41575.1
C05p58200.1_BnaDARv10-PA	CDY41576.1
C05p58230.1_BnaDARv10-PA	CDY41578.1
C05p58240.1_BnaDARv10-PA	CDY41579.1
C05p58250.1_BnaDARv10-PA	CDY41580.1
C05p58260.1_BnaDARv10-PA	CDY41581.1
C05p58270.1_BnaDARv10-PA	CDY54619.1
C05p58280.1_BnaDARv10-PA	CDY70393.1
C05p58300.1_BnaDARv10-PA	CDY41583.1
C05p58310.1_BnaDARv10-PA	CDY41584.1
C05p58320.1_BnaDARv10-PA	CDY44731.1
C05p58330.1_BnaDARv10-PA	CDY41586.1
C05p58350.1_BnaDARv10-PA	CDY44729.1
C05p58360.1_BnaDARv10-PA	CDY41588.1
C05p58380.1_BnaDARv10-PA	CDY41589.1
C05p58390.1_BnaDARv10-PA	CDY41590.1
C05p58400.1_BnaDARv10-PA	CDY41591.1
C05p58410.1_BnaDARv10-PA	CDY41592.1
C05p58420.1_BnaDARv10-PA	CDY41593.1
C05p58430.1_BnaDARv10-PA	CDY41594.1
C05p58450.1_BnaDARv10-PA	CDY41596.1
C05p58470.1_BnaDARv10-PA	CDY41598.1
C05p58480.1_BnaDARv10-PA	CDY41599.1
C05p58490.1_BnaDARv10-PA	CDY41600.1
C05p58500.1_BnaDARv10-PA	CDY41601.1
C05p58510.1_BnaDARv10-PA	CDY41602.1
C05p58520.1_BnaDARv10-PA	CDY41603.1
C05p58530.1_BnaDARv10-PA	CDY41604.1
C05p58550.1_BnaDARv10-PA	CDY54380.1
C05p58560.1_BnaDARv10-PA	CDY41606.1
C05p58570.1_BnaDARv10-PA	CDY41607.1
C05p58590.1_BnaDARv10-PA	CDY41609.1
C05p58620.1_BnaDARv10-PA	CDY41612.1
C05p58630.1_BnaDARv10-PA	CDY41613.1
C05p58650.1_BnaDARv10-PA	CDY41616.1
C05p58660.1_BnaDARv10-PA	CDY41617.1
C05p58680.1_BnaDARv10-PA	CDY41618.1
C05p58690.1_BnaDARv10-PA	CDY41619.1
C05p58700.1_BnaDARv10-PA	CDY41620.1
C05p58710.1_BnaDARv10-PA	CDY41621.1
C05p58720.1_BnaDARv10-PA	CDY41623.1
C05p58760.1_BnaDARv10-PA	CDY53104.1
C05p58770.1_BnaDARv10-PA	CDY53103.1
C05p58780.1_BnaDARv10-PA	CDY53102.1
C05p58790.1_BnaDARv10-PA	CDY53101.1
C05p58800.1_BnaDARv10-PA	CDY53100.1
C05p58810.1_BnaDARv10-PA	CDY53099.1
C05p58830.1_BnaDARv10-PA	CDY53096.1
C05p58840.1_BnaDARv10-PA	CDY53095.1
C05p58850.1_BnaDARv10-PA	CDY53094.1
C05p58860.1_BnaDARv10-PA	CDY53093.1
C05p58870.1_BnaDARv10-PA	CDY53092.1
C05p58880.1_BnaDARv10-PA	CDY53091.1
C05p58890.1_BnaDARv10-PA	CDY53090.1
C05p58900.1_BnaDARv10-PA	CDY53089.1
C05p58910.1_BnaDARv10-PA	CDY53088.1
C05p58920.1_BnaDARv10-PA	CDY53087.1
C05p58930.1_BnaDARv10-PA	CDY53086.1
C05p58940.1_BnaDARv10-PA	CDY53085.1
C05p58950.1_BnaDARv10-PA	CDY53084.1
C05p58960.1_BnaDARv10-PA	CDY27961.1
C05p58970.1_BnaDARv10-PA	CDY27962.1
C05p58980.1_BnaDARv10-PA	CDY27963.1
C05p59000.1_BnaDARv10-PA	CDY27966.1
C05p59010.1_BnaDARv10-PA	CDY27967.1
C05p59030.1_BnaDARv10-PA	CDY27971.1
C05p59040.1_BnaDARv10-PA	CDY36010.1
C05p59050.1_BnaDARv10-PA	CDY27972.1
C05p59060.1_BnaDARv10-PA	CDY27973.1
C05p59070.1_BnaDARv10-PA	CDY27974.1
C05p59110.1_BnaDARv10-PA	CDY27979.1
C05p59120.1_BnaDARv10-PA	CDY27980.1
C05p59130.1_BnaDARv10-PA	CDY27981.1
C05p59140.1_BnaDARv10-PA	CDY27982.1
C05p59150.1_BnaDARv10-PA	CDY27983.1
C05p59170.1_BnaDARv10-PA	CDY27986.1
C05p59190.1_BnaDARv10-PA	CDY27987.1
C05p59200.1_BnaDARv10-PA	CDY27988.1
C05p59210.1_BnaDARv10-PA	CDY27989.1
C05p59230.1_BnaDARv10-PA	CDY27990.1
C05p59240.1_BnaDARv10-PA	CDY27991.1
C05p59250.1_BnaDARv10-PA	CDY27992.1
C05p59260.1_BnaDARv10-PA	CDY27993.1
C05p59270.1_BnaDARv10-PA	CDY27995.1
C05p59280.1_BnaDARv10-PA	CDY27996.1
C05p59300.1_BnaDARv10-PA	CDY35983.1
C05p59320.1_BnaDARv10-PA	CDY27999.1
C05p59330.1_BnaDARv10-PA	CDY28000.1
C05p59340.1_BnaDARv10-PA	CDY28001.1
C05p59350.1_BnaDARv10-PA	CDY28002.1
C05p59360.1_BnaDARv10-PA	CDY28003.1
C05p59370.1_BnaDARv10-PA	CDY28004.1
C05p59380.1_BnaDARv10-PA	CDY28005.1
C05p59390.1_BnaDARv10-PA	CDY28006.1
C05p59400.1_BnaDARv10-PA	CDY28007.1
C05p59410.1_BnaDARv10-PA	CDY28008.1
C05p59420.1_BnaDARv10-PA	CDY35972.1
C05p59440.1_BnaDARv10-PA	CDY28011.1
C05p59450.1_BnaDARv10-PA	CDY28012.1
C05p59470.1_BnaDARv10-PA	CDY28013.1
C05p59480.1_BnaDARv10-PA	CDY28015.1
C05p59490.1_BnaDARv10-PA	CDY66272.1
C05p59510.1_BnaDARv10-PA	CDY66274.1
C05p59540.1_BnaDARv10-PA	CDY28016.1
C05p59570.1_BnaDARv10-PA	CDY28020.1
C05p59580.1_BnaDARv10-PA	CDY28021.1
C05p59600.1_BnaDARv10-PA	CDY28023.1
C05p59620.1_BnaDARv10-PA	CDY28024.1
C05p59630.1_BnaDARv10-PA	CDY28025.1
C05p59640.1_BnaDARv10-PA	CDY28026.1
C05p59650.1_BnaDARv10-PA	CDY28027.1
C05p59660.1_BnaDARv10-PA	CDY28028.1
C05p59670.1_BnaDARv10-PA	CDY28029.1
C05p59680.1_BnaDARv10-PA	CDY28030.1
C05p59700.1_BnaDARv10-PA	CDY28032.1
C05p59710.1_BnaDARv10-PA	CDY28033.1
C05p59720.1_BnaDARv10-PA	CDY28034.1
C05p59730.1_BnaDARv10-PA	CDY28035.1
C05p59740.1_BnaDARv10-PA	CDY28036.1
C05p59750.1_BnaDARv10-PA	CDY28037.1
C05p59760.1_BnaDARv10-PA	CDY28038.1
C05p59770.1_BnaDARv10-PA	CDY28039.1
C05p59780.1_BnaDARv10-PA	CDY28040.1
C05p59790.1_BnaDARv10-PA	CDY28041.1
C05p59800.1_BnaDARv10-PA	CDY28042.1
C05p59820.1_BnaDARv10-PA	CDY28044.1
C05p59840.1_BnaDARv10-PA	CDY28047.1
C05p59850.1_BnaDARv10-PA	CDY28048.1
C05p59860.1_BnaDARv10-PA	CDY28049.1
C05p59870.1_BnaDARv10-PA	CDY28050.1
C05p59880.1_BnaDARv10-PA	CDY28051.1
C05p59890.1_BnaDARv10-PA	CDY28052.1
C05p59920.1_BnaDARv10-PA	CDY28058.1
C05p59930.1_BnaDARv10-PA	CDY28059.1
C05p59950.1_BnaDARv10-PA	CDY28060.1
C05p59960.1_BnaDARv10-PA	CDY28061.1
C05p59980.1_BnaDARv10-PA	CDY28063.1
C05p59990.1_BnaDARv10-PA	CDY28064.1
C05p60040.1_BnaDARv10-PA	CDY28068.1
C05p60050.1_BnaDARv10-PA	CDY28069.1
C05p60080.1_BnaDARv10-PA	CDY28072.1
C05p60090.1_BnaDARv10-PA	CDY28073.1
C05p60140.1_BnaDARv10-PA	CDY28076.1
C05p60150.1_BnaDARv10-PA	CDY24636.1
C05p60190.1_BnaDARv10-PA	CDY39557.1
C05p60200.1_BnaDARv10-PA	CDY24641.1
C05p60210.1_BnaDARv10-PA	CDY24642.1
C05p60230.1_BnaDARv10-PA	CDY24644.1
C05p60310.1_BnaDARv10-PA	CDY72487.1
C05p60340.1_BnaDARv10-PA	CDY24651.1
C05p60380.1_BnaDARv10-PA	CDY24653.1
C05p60390.1_BnaDARv10-PA	CDY24654.1
C05p60410.1_BnaDARv10-PA	CDY24655.1
C05p60450.1_BnaDARv10-PA	CDY34921.1
C05p60460.1_BnaDARv10-PA	CDY24659.1
C05p60490.1_BnaDARv10-PA	CDY24662.1
C05p60500.1_BnaDARv10-PA	CDY24663.1
C05p60510.1_BnaDARv10-PA	CDY24664.1
C05p60570.1_BnaDARv10-PA	CDY34935.1
C05p60580.1_BnaDARv10-PA	CDY24671.1
C05p60610.1_BnaDARv10-PA	CDY24674.1
C05p60620.1_BnaDARv10-PA	CDY24675.1
C05p60640.1_BnaDARv10-PA	CDY24678.1
C05p60710.1_BnaDARv10-PA	CDY24686.1
C05p60730.1_BnaDARv10-PA	CDY24688.1
C05p60740.1_BnaDARv10-PA	CDY24689.1
C05p60750.1_BnaDARv10-PA	CDY24690.1
C05p60800.1_BnaDARv10-PA	CDY66827.1
C05p60810.1_BnaDARv10-PA	CDY24692.1
C05p60820.1_BnaDARv10-PA	CDY24693.1
C05p60830.1_BnaDARv10-PA	CDY24694.1
C05p60840.1_BnaDARv10-PA	CDY24695.1
C05p60850.1_BnaDARv10-PA	CDY24696.1
C05p60870.1_BnaDARv10-PA	CDY24698.1
C05p60880.1_BnaDARv10-PA	CDY24699.1
C05p60900.1_BnaDARv10-PA	CDY24700.1
C05p60920.1_BnaDARv10-PA	CDY24702.1
C05p60960.1_BnaDARv10-PA	CDY24704.1
C05p60990.1_BnaDARv10-PA	CDY18846.1
C05p61010.1_BnaDARv10-PA	CDY24707.1
C05p61070.1_BnaDARv10-PA	CDY24712.1
C05p61080.1_BnaDARv10-PA	CDY24713.1
C05p61090.1_BnaDARv10-PA	CDY24714.1
C05p61120.1_BnaDARv10-PA	CDY24715.1
C05p61150.1_BnaDARv10-PA	CDY27709.1
C05p61170.1_BnaDARv10-PA	CDY27711.1
C05p61190.1_BnaDARv10-PA	CDY27713.1
C05p61200.1_BnaDARv10-PA	CDY27714.1
C05p61210.1_BnaDARv10-PA	CDY27715.1
C05p61220.1_BnaDARv10-PA	CDY27716.1
C05p61230.1_BnaDARv10-PA	CDY27717.1
C05p61290.1_BnaDARv10-PA	CDY27724.1
C05p61300.1_BnaDARv10-PA	CDY27725.1
C05p61310.1_BnaDARv10-PA	CDY27726.1
C05p61320.1_BnaDARv10-PA	CDY27729.1
C05p61330.1_BnaDARv10-PA	CDY27730.1
C05p61350.1_BnaDARv10-PA	CDY27731.1
C05p61360.1_BnaDARv10-PA	CDY27732.1
C05p61380.1_BnaDARv10-PA	CDY49984.1
C05p61420.1_BnaDARv10-PA	CDY27736.1
C05p61450.1_BnaDARv10-PA	CDY27738.1
C05p61490.1_BnaDARv10-PA	CDY66905.1
C05p61500.1_BnaDARv10-PA	CDY27745.1
C05p61510.1_BnaDARv10-PA	CDY27746.1
C05p61540.1_BnaDARv10-PA	CDY38712.1
C05p61560.1_BnaDARv10-PA	CDY27751.1
C05p61570.1_BnaDARv10-PA	CDY27752.1
C05p61590.1_BnaDARv10-PA	CDY36892.1
C05p61600.1_BnaDARv10-PA	CDY36893.1
C05p61670.1_BnaDARv10-PA	CDY18819.1
C05p61730.1_BnaDARv10-PA	CDY27763.1
C05p61810.1_BnaDARv10-PA	CDY27769.1
C05p61830.1_BnaDARv10-PA	CDY27772.1
C05p61850.1_BnaDARv10-PA	CDY27774.1
C05p61860.1_BnaDARv10-PA	CDY27775.1
C05p61910.1_BnaDARv10-PA	CDY27779.1
C05p61960.1_BnaDARv10-PA	CDY27784.1
C05p61980.1_BnaDARv10-PA	CDY27786.1
C05p62000.1_BnaDARv10-PA	CDY49052.1
C05p62010.1_BnaDARv10-PA	CDY41944.1
C05p62020.1_BnaDARv10-PA	CDY41943.1
C05p62030.1_BnaDARv10-PA	CDY27790.1
C05p62040.1_BnaDARv10-PA	CDY41941.1
C05p62080.1_BnaDARv10-PA	CDY41939.1
C05p62090.1_BnaDARv10-PA	CDY41938.1
C05p62100.1_BnaDARv10-PA	CDY41937.1
C05p62120.1_BnaDARv10-PA	CDY41935.1
C05p62130.1_BnaDARv10-PA	CDY41934.1
C05p62140.1_BnaDARv10-PA	CDY41933.1
C05p62150.1_BnaDARv10-PA	CDY41932.1
C05p62160.1_BnaDARv10-PA	CDY41931.1
C05p62170.1_BnaDARv10-PA	CDY41930.1
C05p62200.1_BnaDARv10-PA	CDY41927.1
C05p62210.1_BnaDARv10-PA	CDY41926.1
C05p62220.1_BnaDARv10-PA	CDY41925.1
C05p62230.1_BnaDARv10-PA	CDY41924.1
C05p62260.1_BnaDARv10-PA	CDY41922.1
C05p62300.1_BnaDARv10-PA	CDY41918.1
C05p62320.1_BnaDARv10-PA	CDY41916.1
C05p62340.1_BnaDARv10-PA	CDY41915.1
C05p62350.1_BnaDARv10-PA	CDY41914.1
C05p62360.1_BnaDARv10-PA	CDY27813.1
C05p62380.1_BnaDARv10-PA	CDY27813.1
C05p62400.1_BnaDARv10-PA	CDY41910.1
C05p62420.1_BnaDARv10-PA	CDY41908.1
C05p62430.1_BnaDARv10-PA	CDY41907.1
C05p62440.1_BnaDARv10-PA	CDY41906.1
C05p62450.1_BnaDARv10-PA	CDY41905.1
C05p62460.1_BnaDARv10-PA	CDY72112.1
C05p62480.1_BnaDARv10-PA	CDY41903.1
C05p62520.1_BnaDARv10-PA	CDY41899.1
C05p62530.1_BnaDARv10-PA	CDY41898.1
C05p62540.1_BnaDARv10-PA	CDY41897.1
C05p62550.1_BnaDARv10-PA	CDY41896.1
C05p62560.1_BnaDARv10-PA	CDY41895.1
C05p62570.1_BnaDARv10-PA	CDY41894.1
C05p62610.1_BnaDARv10-PA	CDY41890.1
C05p62620.1_BnaDARv10-PA	CDY41889.1
C05p62630.1_BnaDARv10-PA	CDY41888.1
C05p62670.1_BnaDARv10-PA	CDY64704.1
C05p62680.1_BnaDARv10-PA	CDY64703.1
C05p62700.1_BnaDARv10-PA	CDY64701.1
C05p62710.1_BnaDARv10-PA	CDY64700.1
C05p62720.1_BnaDARv10-PA	CDY64699.1
C05p62730.1_BnaDARv10-PA	CDY42933.1
C05p62740.1_BnaDARv10-PA	CDY42932.1
C05p62750.1_BnaDARv10-PA	CDY42931.1
C05p62760.1_BnaDARv10-PA	CDY42930.1
C05p62770.1_BnaDARv10-PA	CDY42929.1
C05p62790.1_BnaDARv10-PA	CDY42926.1
C05p62810.1_BnaDARv10-PA	CDY42923.1
C05p62830.1_BnaDARv10-PA	CDY42921.1
C05p62850.1_BnaDARv10-PA	CDY42919.1
C05p62860.1_BnaDARv10-PA	CDY42918.1
C05p62870.1_BnaDARv10-PA	CDY42917.1
C05p62880.1_BnaDARv10-PA	CDY42916.1
C05p62890.1_BnaDARv10-PA	CDY42914.1
C05p62900.1_BnaDARv10-PA	CDY42913.1
C05p62910.1_BnaDARv10-PA	CDY42912.1
C05p62920.1_BnaDARv10-PA	CDY42911.1
C05p62930.1_BnaDARv10-PA	CDY42910.1
C05p62940.1_BnaDARv10-PA	CDY42909.1
C05p62950.1_BnaDARv10-PA	CDY42908.1
C05p62960.1_BnaDARv10-PA	CDY42907.1
C05p62970.1_BnaDARv10-PA	CDY42906.1
C05p62980.1_BnaDARv10-PA	CDY42905.1
C05p63000.1_BnaDARv10-PA	CDY42902.1
C05p63010.1_BnaDARv10-PA	CDY42901.1
C05p63020.1_BnaDARv10-PA	CDY50878.1
C05p63030.1_BnaDARv10-PA	CDY42899.1
C05p63040.1_BnaDARv10-PA	CDY42898.1
C05p63050.1_BnaDARv10-PA	CDY42897.1
C05p63080.1_BnaDARv10-PA	CDY42894.1
C05p63090.1_BnaDARv10-PA	CDY42893.1
C05p63100.1_BnaDARv10-PA	CDY42892.1
C05p63110.1_BnaDARv10-PA	CDY42891.1
C05p63130.1_BnaDARv10-PA	CDY67565.1
C05p63140.1_BnaDARv10-PA	CDY50670.1
C05p63150.1_BnaDARv10-PA	CDY51743.1
C05p63170.1_BnaDARv10-PA	CDY51745.1
C05p63190.1_BnaDARv10-PA	CDY50664.1
C05p63200.1_BnaDARv10-PA	CDY50662.1
C05p63220.1_BnaDARv10-PA	CDY50660.1
C05p63230.1_BnaDARv10-PA	CDY50659.1
C05p63260.1_BnaDARv10-PA	CDY50655.1
C05p63270.1_BnaDARv10-PA	CDY50654.1
C05p63280.1_BnaDARv10-PA	CDY50653.1
C05p63290.1_BnaDARv10-PA	CDY50652.1
C05p63300.1_BnaDARv10-PA	CDY50651.1
C05p63340.1_BnaDARv10-PA	CDY50647.1
C05p63360.1_BnaDARv10-PA	CDY50709.1
C05p63370.1_BnaDARv10-PA	CDY50708.1
C05p63390.1_BnaDARv10-PA	CDY50705.1
C05p63400.1_BnaDARv10-PA	CDY43125.1
C05p63410.1_BnaDARv10-PA	CDY50703.1
C05p63430.1_BnaDARv10-PA	CDY50700.1
C05p63440.1_BnaDARv10-PA	CDY50699.1
C05p63460.1_BnaDARv10-PA	CDY50697.1
C05p63470.1_BnaDARv10-PA	CDY43131.1
C05p63480.1_BnaDARv10-PA	CDY68651.1
C05p63490.1_BnaDARv10-PA	CDY50692.1
C05p63530.1_BnaDARv10-PA	CDY50690.1
C05p63540.1_BnaDARv10-PA	CDY50689.1
C05p63550.1_BnaDARv10-PA	CDY50688.1
C05p63570.1_BnaDARv10-PA	CDY28749.1
C05p63590.1_BnaDARv10-PA	CDY28747.1
C05p63600.1_BnaDARv10-PA	CDY28746.1
C05p63610.1_BnaDARv10-PA	CDY28745.1
C05p63620.1_BnaDARv10-PA	CDY28744.1
C05p63630.1_BnaDARv10-PA	CDY28743.1
C05p63660.1_BnaDARv10-PA	CDY28741.1
C05p63670.1_BnaDARv10-PA	CDY28740.1
C05p63680.1_BnaDARv10-PA	CDY28739.1
C05p63690.1_BnaDARv10-PA	CDY28738.1
C05p63700.1_BnaDARv10-PA	CDY28737.1
C05p63730.1_BnaDARv10-PA	CDY28735.1
C05p63740.1_BnaDARv10-PA	CDY28734.1
