#Query (assembly 1) 	 Query (assembly 2)	 Gene name (assembly 2)	UniProt ID (assembly 2)	EC number (assembly 2)
A01p00020.1_BnaDARv10-PA	CDY61895.1	BnaAnng17970D	A0A078JBT0	
C07p47650.1_BnaDARv10-PA	CDY09718.1	BnaC07g33430D	A0A078FCF1	
C07p47660.1_BnaDARv10-PA	CDY09717.1	BnaC07g33440D	A0A078F9G9	
C07p47690.1_BnaDARv10-PA	CDY09711.1	BnaC07g33500D	A0A078F8P3	
C07p47700.1_BnaDARv10-PA	CDY09710.1	BnaC07g33510D	A0A078F5I1	
C07p47710.1_BnaDARv10-PA	CDY09709.1	BnaC07g33520D	A0A078F9L6	
C07p47720.1_BnaDARv10-PA	CDY09708.1	BnaC07g33530D	A0A078FCE4	
C07p47730.1_BnaDARv10-PA	CDY09707.1	BnaC07g33540D	A0A078F9G1	
C07p47740.1_BnaDARv10-PA	CDY09706.1	BnaC07g33550D	A0A078F8N9	
C07p47750.1_BnaDARv10-PA	CDY09705.1	BnaC07g33560D	A0A078F5H8	
C07p47760.1_BnaDARv10-PA	CDY09704.1	BnaC07g33570D	A0A078F9L2	
C07p47780.1_BnaDARv10-PA	CDY09703.1	BnaC07g33580D	A0A078FCE0	
C07p47820.1_BnaDARv10-PA	CDY09700.1	BnaC07g33610D	A0A078F5H4	
C07p47830.1_BnaDARv10-PA	CDY09699.1	BnaC07g33620D	A0A078F9K9	
C07p47840.1_BnaDARv10-PA	CDY09698.1	BnaC07g33630D	A0A078FCD7	
C07p47850.1_BnaDARv10-PA	CDY09697.1	BnaC07g33640D	A0A078F9F2	
C07p47860.1_BnaDARv10-PA	CDY09696.1	BnaC07g33650D	A0A078F8N0	
C07p47880.1_BnaDARv10-PA	CDY09694.1	BnaC07g33670D	A0A078F9K4	
C07p47890.1_BnaDARv10-PA	CDY09693.1	BnaC07g33680D	A0A078FCD4	
C07p47900.1_BnaDARv10-PA	CDY09692.1	BnaC07g33690D	A0A078F9E7	
C07p47910.1_BnaDARv10-PA	CDY09691.1	BnaC07g33700D	A0A078F8M6	
C07p47920.1_BnaDARv10-PA	CDY09690.1	BnaC07g33710D	A0A078F5G4	
C07p47940.1_BnaDARv10-PA	CDY09688.1	BnaC07g33730D	A0A078FCC9	
C07p47950.1_BnaDARv10-PA	CDY09687.1	BnaC07g33740D	A0A078F9E5	
C07p47960.1_BnaDARv10-PA	CDY09686.1	BnaC07g33750D	A0A078F8M2	
C07p48010.1_BnaDARv10-PA	CDY09680.1	BnaC07g33810D	A0A078F5F1	
C07p48070.1_BnaDARv10-PA	CDY09671.1	BnaC07g33900D	A0A078F8L0	
C07p48080.1_BnaDARv10-PA	CDY39755.1	BnaA04g10980D	A0A078HMJ8	
C07p48100.1_BnaDARv10-PA	CDY66522.1	BnaCnng51200D	A0A078JMB1	
C07p48120.1_BnaDARv10-PA	CDY66521.1	BnaCnng51190D	A0A078JL61	
C07p48140.1_BnaDARv10-PA	CDY60713.1	BnaC07g50120D	A0A078J9K3	
C07p48150.1_BnaDARv10-PA	CDY60712.1	BnaC07g50110D	A0A078J7N1	
C07p48170.1_BnaDARv10-PA	CDY60709.1	BnaC07g50090D	A0A078J3X3	
C07p48190.1_BnaDARv10-PA	CDY60708.1	BnaC07g50080D	A0A078JA41	
C07p48210.1_BnaDARv10-PA	CDY60707.1	BnaC07g50070D	A0A078J9K0	
C07p48240.1_BnaDARv10-PA	CDY09667.1	BnaC07g33940D	A0A078F9C7	
C07p48250.1_BnaDARv10-PA	CDY09666.1	BnaC07g33950D	A0A078F8K7	
C07p48260.1_BnaDARv10-PA	CDY09665.1	BnaC07g33960D	A0A078F5D7	
C07p48300.1_BnaDARv10-PA	CDY09660.1	BnaC07g34010D	A0A078F5D1	
C07p48310.1_BnaDARv10-PA	CDY09659.1	BnaC07g34020D	A0A078F9I0	
C07p48390.1_BnaDARv10-PA	CDY09655.1	BnaC07g34060D	A0A078F5C7	
C07p48450.1_BnaDARv10-PA	CDY09656.1	BnaC07g34050D	A0A078F8J8	
C07p48460.1_BnaDARv10-PA	CDY09655.1	BnaC07g34060D	A0A078F5C7	
C07p48470.1_BnaDARv10-PA	CDY09654.1	BnaC07g34070D	A0A078F9H6	
C07p48480.1_BnaDARv10-PA	CDY09653.1	BnaC07g34080D	A0A078FCA7	
C07p48500.1_BnaDARv10-PA	CDY65447.1	BnaA03g58070D	A0A078JJB9	
C07p48510.1_BnaDARv10-PA	CDY09652.1	BnaC07g34090D	A0A078F9B0	
C07p48520.1_BnaDARv10-PA	CDY09651.1	BnaC07g34100D	A0A078F8J4	
C07p48540.1_BnaDARv10-PA	CDY09649.1	BnaC07g34120D	A0A078F9H3	
C07p48590.1_BnaDARv10-PA	CDY09644.1	BnaC07g34170D	A0A078F9G8	
C07p48600.1_BnaDARv10-PA	CDY09643.1	BnaC07g34180D	A0A078FCA1	3.2.1.2
C07p48610.1_BnaDARv10-PA	CDY09642.1	BnaC07g34190D	A0A078F9A1	
C07p48620.1_BnaDARv10-PA	CDY09641.1	BnaC07g34200D	A0A078F8I6	
C07p48630.1_BnaDARv10-PA	CDY09640.1	BnaC07g34210D	A0A078F5B7	
C07p48640.1_BnaDARv10-PA	CDY09639.1	BnaC07g34220D	A0A078F9G2	
C07p48670.1_BnaDARv10-PA	CDY09638.1	BnaC07g34230D	A0A078FC97	
C07p48680.1_BnaDARv10-PA	CDY09637.1	BnaC07g34240D	A0A078F997	
C07p48700.1_BnaDARv10-PA	CDY09635.1	BnaC07g34260D	A0A078F5B5	
C07p48710.1_BnaDARv10-PA	CDY09634.1	BnaC07g34270D	A0A078F9F8	
C07p48720.1_BnaDARv10-PA	CDY09632.1	BnaC07g34290D	A0A078DTE3	
C07p48730.1_BnaDARv10-PA	CDY09631.1	BnaC07g34300D	A0A078F8H6	
C07p48740.1_BnaDARv10-PA	CDY09630.1	BnaC07g34310D	A0A078F5B1	
C07p48770.1_BnaDARv10-PA	CDY09627.1	BnaC07g34340D	A0A078F989	
C07p48780.1_BnaDARv10-PA	CDY09626.1	BnaC07g34350D	A0A078F8H0	
C07p48790.1_BnaDARv10-PA	CDY09625.1	BnaC07g34360D	A0A078F5B0	
C07p48800.1_BnaDARv10-PA	CDY09624.1	BnaC07g34370D	A0A078F9E8	
C07p48810.1_BnaDARv10-PA	CDY09623.1	BnaC07g34380D	A0A078FC87	3.4.19.12
C07p48820.1_BnaDARv10-PA	CDY09622.1	BnaC07g34390D	A0A078F983	
C07p48830.1_BnaDARv10-PA	CDY09621.1	BnaC07g34400D	A0A078F8G3	
C07p48840.1_BnaDARv10-PA	CDY09620.1	BnaC07g34410D	A0A078F5A6	
C07p48860.1_BnaDARv10-PA	CDY09618.1	BnaC07g34430D	A0A078FC85	
C07p48890.1_BnaDARv10-PA	CDY09613.1	BnaC07g34480D	A0A078FC82	3.6.1.-
C07p48900.1_BnaDARv10-PA	CDY09612.1	BnaC07g34490D	A0A078F973	
C07p48920.1_BnaDARv10-PA	CDY09610.1	BnaC07g34510D	A0A078F5A0	
C07p48940.1_BnaDARv10-PA	CDY09607.1	BnaC07g34540D	A0A078F967	1.11.1.7
C07p48950.1_BnaDARv10-PA	CDY09606.1	BnaC07g34550D	A0A078F8F1	
C07p49160.1_BnaDARv10-PA	CDY68080.1	BnaUnng02710D	A0A078JNL8	
C07p49520.1_BnaDARv10-PA	CDY09083.1	BnaC08g10370D	A0A078FB68	
C07p49640.1_BnaDARv10-PA	CDY55629.1	BnaA03g58230D	A0A078IVQ1	
C07p49650.1_BnaDARv10-PA	CDY55631.1	BnaA03g58240D	A0A078IYV5	1.1.3.15
C07p49710.1_BnaDARv10-PA	CDY55638.1	BnaA03g58300D	A0A078IZ04	
C07p49730.1_BnaDARv10-PA	CDY55641.1	BnaA03g58320D	A0A078J150	6.6.1.1
C07p49750.1_BnaDARv10-PA	CDY55644.1	BnaA03g58350D	A0A078IZ09	
C07p49770.1_BnaDARv10-PA	CDY68817.1	BnaCnng60660D	A0A078JTS0	
C07p49780.1_BnaDARv10-PA	CDY53989.1	BnaA03g58140D	A0A078IX81	
C07p49810.1_BnaDARv10-PA	CDY27826.1	BnaC09g28530D	A0A078GQX4	
C07p49850.1_BnaDARv10-PA	CDY53995.1	BnaA03g58200D	A0A078ISE6	
C07p49860.1_BnaDARv10-PA	CDY53996.1	BnaA03g58210D	A0A078IVI8	
C07p49910.1_BnaDARv10-PA	CDY66844.1	BnaC07g50150D	A0A078JJG2	
C07p49920.1_BnaDARv10-PA	CDY70599.1	BnaCnng68990D	A0A078JUU8	
C07p49940.1_BnaDARv10-PA	CDY64921.1	BnaC07g50210D	A0A078JGW3	2.7.11.1
C07p49950.1_BnaDARv10-PA	CDY64920.1	BnaC07g50200D	A0A078JEP2	
C07p49960.1_BnaDARv10-PA	CDY64919.1	BnaC07g50190D	A0A078JE25	
C07p49970.1_BnaDARv10-PA	CDY64918.1	BnaC07g50180D	A0A078JBF6	2.4.1.12
C07p49980.1_BnaDARv10-PA	CDY64917.1	BnaC07g50170D	A0A078JHN2	
C07p49990.1_BnaDARv10-PA	CDY64916.1	BnaC07g50160D	A0A078JGW0	
C07p50040.1_BnaDARv10-PA	CDY69818.1	BnaAnng31620D	A0A078JQH5	
C07p50070.1_BnaDARv10-PA	CDY72069.1	BnaCnng75830D	A0A078JZE7	
C07p50300.1_BnaDARv10-PA	CDY09282.1	BnaC03g63120D	A0A078F852	
C07p50560.1_BnaDARv10-PA	CDY71607.1	BnaAnng38140D	A0A078K153	
C07p50820.1_BnaDARv10-PA	CDY22458.1	BnaC03g61710D	A0A078GCQ0	
C07p50990.1_BnaDARv10-PA	CDY31428.1	BnaC03g63960D	A0A078H3L3	
C07p51050.1_BnaDARv10-PA	CDY58489.1	BnaA03g58570D	A0A078J093	
C07p51060.1_BnaDARv10-PA	CDY58488.1	BnaA03g58560D	A0A078J6B2	
C07p51080.1_BnaDARv10-PA	CDY58485.1	BnaA03g58540D	A0A078J3P4	
C07p51090.1_BnaDARv10-PA	CDY58484.1	BnaA03g58530D	A0A078J3U6	
C07p51120.1_BnaDARv10-PA	CDY58478.1	BnaA03g58490D	A0A078J3N9	
C07p51140.1_BnaDARv10-PA	CDY58477.1	BnaA03g58480D	A0A078J3U0	
C07p51650.1_BnaDARv10-PA	CDY57731.1	BnaCnng32310D	A0A078DXP4	
C07p51850.1_BnaDARv10-PA	CDY68720.1	BnaUnng02970D	A0A078JQK0	
C07p51990.1_BnaDARv10-PA	CDY64316.1	BnaA03g58600D	A0A078JFF5	
C07p52010.1_BnaDARv10-PA	CDY64317.1	BnaA03g58610D	A0A078JG98	
C07p52250.1_BnaDARv10-PA	CDY68977.1	BnaAnng29010D	A0A078JU19	
C07p52260.1_BnaDARv10-PA	CDY68978.1	BnaAnng29020D	A0A078JN77	
C07p52630.1_BnaDARv10-PA	CDY10935.1	BnaA03g45940D	A0A078F8Y1	
C07p52650.1_BnaDARv10-PA	CDY10936.1	BnaA03g45950D	A0A078FC53	
C07p52660.1_BnaDARv10-PA	CDY10937.1	BnaA03g45960D	A0A078FD83	
C07p52670.1_BnaDARv10-PA	CDY10938.1	BnaA03g45970D	A0A078FFS9	
C07p52730.1_BnaDARv10-PA	CDY61925.1	BnaA03g58720D	A0A078J8Z3	
C07p52740.1_BnaDARv10-PA	CDY61924.1	BnaA03g58710D	A0A078J645	
C07p52860.1_BnaDARv10-PA	CDY10945.1	BnaA03g46040D	A0A078F8Y9	3.2.1.4
C07p52900.1_BnaDARv10-PA	CDY10947.1	BnaA03g46060D	A0A078FD94	
C07p52920.1_BnaDARv10-PA	CDY69520.1	BnaCnng63960D	A0A078JSX3	
C07p52930.1_BnaDARv10-PA	CDY10954.1	BnaA03g46130D	A0A078FDD2	
C07p52950.1_BnaDARv10-PA	CDY62740.1	BnaC07g50260D	A0A078JAF9	2.5.1.39
C07p52960.1_BnaDARv10-PA	CDY62739.1	BnaC07g50250D	A0A078J7P0	
C07p53000.1_BnaDARv10-PA	CDY67926.1	BnaA03g58750D	A0A078JQH9	
C07p53020.1_BnaDARv10-PA	CDY68341.1	BnaA03g58730D	A0A078JRS5	
C07p53030.1_BnaDARv10-PA	CDY10960.1	BnaA03g46190D	A0A078F900	
C07p53120.1_BnaDARv10-PA	CDY10968.1	BnaA03g46270D	A0A078FFW2	
C07p53140.1_BnaDARv10-PA	CDY10970.1	BnaA03g46290D	A0A078F908	
C07p53150.1_BnaDARv10-PA	CDY10971.1	BnaA03g46300D	A0A078FC94	
C07p53160.1_BnaDARv10-PA	CDY10972.1	BnaA03g46310D	A0A078FDB3	
C07p53170.1_BnaDARv10-PA	CDY10973.1	BnaA03g46320D	A0A078FFW9	
C07p53180.1_BnaDARv10-PA	CDY71177.1	BnaCnng71730D	A0A078JZU2	
C07p53190.1_BnaDARv10-PA	CDY71176.1	BnaCnng71720D	A0A078K013	
C07p53200.1_BnaDARv10-PA	CDY70730.1	BnaCnng69550D	A0A078JWC1	
C07p53230.1_BnaDARv10-PA	CDY50431.1	BnaC07g38610D	A0A078IKA6	5.1.3.-
C07p53240.1_BnaDARv10-PA	CDY50432.1	BnaC07g38620D	A0A078IKJ4	
C07p53250.1_BnaDARv10-PA	CDY50433.1	BnaC07g38630D	A0A078IN29	
C07p53270.1_BnaDARv10-PA	CDY50434.1	BnaC07g38640D	A0A078IM05	
C07p53280.1_BnaDARv10-PA	CDY50435.1	BnaC07g38650D	A0A078IHJ6	
C07p53290.1_BnaDARv10-PA	CDY50436.1	BnaC07g38660D	A0A078IKB1	2.3.2.27
C07p53320.1_BnaDARv10-PA	CDY50438.1	BnaC07g38680D	A0A078IN33	
C07p53330.1_BnaDARv10-PA	CDY10984.1	BnaA03g46430D	A0A078FDG0	3.2.1.28
C07p53340.1_BnaDARv10-PA	CDY10985.1	BnaA03g46440D	A0A078F921	
C07p53350.1_BnaDARv10-PA	CDY71763.1	BnaCnng74320D	A0A078JW12	
C07p53370.1_BnaDARv10-PA	CDY10987.1	BnaA03g46460D	A0A078FDC4	
C07p53380.1_BnaDARv10-PA	CDY10988.1	BnaA03g46470D	A0A078FFY9	
C07p53400.1_BnaDARv10-PA	CDY10990.1	BnaA03g46490D	A0A078F924	
C07p53410.1_BnaDARv10-PA	CDY10991.1	BnaA03g46500D	A0A078FCB7	
C07p53420.1_BnaDARv10-PA	CDY34264.1	BnaA01g13670D	A0A078H9U1	
C07p53480.1_BnaDARv10-PA	CDY10996.1	BnaA03g46550D	A0A078FCC4	
C07p53570.1_BnaDARv10-PA	CDY69165.1	BnaCnng62200D	A0A078JRW3	
C07p53590.1_BnaDARv10-PA	CDY24839.1	BnaA08g14710D	A0A078GHQ8	
C07p53630.1_BnaDARv10-PA	CDY11017.1	BnaA03g46760D	A0A078FDG7	1.6.2.4
C07p53740.1_BnaDARv10-PA	CDY11025.1	BnaA03g46840D	A0A078F991	
C07p53780.1_BnaDARv10-PA	CDY11033.1	BnaA03g46920D	A0A078FG81	4.2.2.2
C07p53800.1_BnaDARv10-PA	CDY11036.1	BnaA03g46950D	A0A078FCK5	
C07p53840.1_BnaDARv10-PA	CDY11039.1	BnaA03g46980D	A0A078FDQ4	
C07p53850.1_BnaDARv10-PA	CDY11040.1	BnaA03g46990D	A0A078F9A4	
C07p53880.1_BnaDARv10-PA	CDY11043.1	BnaA03g47020D	A0A078FG91	
C07p53900.1_BnaDARv10-PA	CDY11045.1	BnaA03g47040D	A0A078F9A8	
C07p53920.1_BnaDARv10-PA	CDY11047.1	BnaA03g47060D	A0A078FDJ6	
C07p53950.1_BnaDARv10-PA	CDY11051.1	BnaA03g47100D	A0A078FCL4	
C07p53960.1_BnaDARv10-PA	CDY11052.1	BnaA03g47110D	A0A078FDJ9	
C07p53970.1_BnaDARv10-PA	CDY11053.1	BnaA03g47120D	A0A078FG99	
C07p54040.1_BnaDARv10-PA	CDY11055.1	BnaA03g47140D	A0A078F9B8	1.15.1.1
C07p54080.1_BnaDARv10-PA	CDY11059.1	BnaA03g47180D	A0A078FDR3	
C07p54090.1_BnaDARv10-PA	CDY11060.1	BnaA03g47190D	A0A078F9C3	
C07p54110.1_BnaDARv10-PA	CDY11062.1	BnaA03g47210D	A0A078FDK5	
C07p54140.1_BnaDARv10-PA	CDY11066.1	BnaA03g47250D	A0A078FCM4	
C07p54190.1_BnaDARv10-PA	CDY49703.1	BnaA03g47290D	A0A078IKU8	
C07p54200.1_BnaDARv10-PA	CDY49704.1	BnaA03g47300D	A0A078IJV9	
C07p54310.1_BnaDARv10-PA	CDY49712.1	BnaA03g47380D	A0A078IIE7	
C07p54330.1_BnaDARv10-PA	CDY49714.1	BnaA03g47400D	A0A078IJW7	
C07p54380.1_BnaDARv10-PA	CDY50201.1	BnaA03g47470D	A0A078IJM7	
C07p54400.1_BnaDARv10-PA	CDY50198.1	BnaA03g47500D	A0A078IMD3	
C07p54430.1_BnaDARv10-PA	CDY50196.1	BnaA03g47520D	A0A078DW94	
C07p54490.1_BnaDARv10-PA	CDY50190.1	BnaA03g47580D	A0A078IGZ6	
C07p54500.1_BnaDARv10-PA	CDY50189.1	BnaA03g47590D	A0A078ILH4	1.14.15.24
C07p54540.1_BnaDARv10-PA	CDY42775.1	BnaA03g47640D	A0A078HWB5	
C07p54560.1_BnaDARv10-PA	CDY42772.1	BnaA03g47670D	A0A078HY21	
C07p54570.1_BnaDARv10-PA	CDY42771.1	BnaA03g47680D	A0A078HYM4	
C07p54600.1_BnaDARv10-PA	CDY42768.1	BnaA03g47710D	A0A078I102	
C07p54610.1_BnaDARv10-PA	CDY42767.1	BnaA03g47720D	A0A078HY16	1.11.1.7
C07p54620.1_BnaDARv10-PA	CDY42766.1	BnaA03g47730D	A0A078HYL7	1.11.1.7
C07p54630.1_BnaDARv10-PA	CDY42765.1	BnaA03g47740D	A0A078HWA6	
C07p54660.1_BnaDARv10-PA	CDY42760.1	BnaA03g47790D	A0A078HWA1	
C07p54690.1_BnaDARv10-PA	CDY42757.1	BnaA03g47820D	A0A078HY07	
C07p54700.1_BnaDARv10-PA	CDY42756.1	BnaA03g47830D	A0A078HYK3	3.1.3.16
C07p54720.1_BnaDARv10-PA	CDY67546.1	BnaAnng24640D	A0A078JPA0	
C07p54740.1_BnaDARv10-PA	CDY42751.1	BnaA03g47880D	A0A078HYJ7	
C07p54750.1_BnaDARv10-PA	CDY42750.1	BnaA03g47890D	A0A078HW92	
C07p54790.1_BnaDARv10-PA	CDY42746.1	BnaA03g47930D	A0A078HYJ1	6.1.1.19
C07p54850.1_BnaDARv10-PA	CDY42741.1	BnaA03g47980D	A0A078HYI4	
C07p54880.1_BnaDARv10-PA	CDY42738.1	BnaA03g48010D	A0A078I0X6	
C07p54900.1_BnaDARv10-PA	CDY69527.1	BnaCnng64000D	A0A078JVH0	
C07p54970.1_BnaDARv10-PA	CDY46664.1	BnaA03g48440D	A0A078IBF7	
C07p55000.1_BnaDARv10-PA	CDY46666.1	BnaA03g48420D	A0A078I9Y6	
C07p55030.1_BnaDARv10-PA	CDY46668.1	BnaA03g48400D	A0A078IBR2	4.2.1.20
C07p55040.1_BnaDARv10-PA	CDY46669.1	BnaA03g48390D	A0A078DWF4	
C07p55080.1_BnaDARv10-PA	CDY46673.1	BnaA03g48350D	A0A078IBR7	
C07p55090.1_BnaDARv10-PA	CDY46674.1	BnaA03g48340D	A0A078IBG3	
C07p55100.1_BnaDARv10-PA	CDY46675.1	BnaA03g48330D	A0A078I703	2.4.1.-
C07p55180.1_BnaDARv10-PA	CDY46682.1	BnaA03g48260D	A0A078I999	
C07p55190.1_BnaDARv10-PA	CDY46683.1	BnaA03g48250D	A0A078IBS8	3.1.3.16
C07p55230.1_BnaDARv10-PA	CDY46687.1	BnaA03g48210D	A0A078I9A1	3.1.4.46
C07p55240.1_BnaDARv10-PA	CDY46689.1	BnaA03g48190D	A0A078IBH2	
C07p55270.1_BnaDARv10-PA	CDY42728.1	BnaA03g48110D	A0A078I0W8	
C07p55290.1_BnaDARv10-PA	CDY42730.1	BnaA03g48090D	A0A078HW74	
C07p55300.1_BnaDARv10-PA	CDY42731.1	BnaA03g48080D	A0A078HYG8	
C07p55310.1_BnaDARv10-PA	CDY42732.1	BnaA03g48070D	A0A078HXY2	
C07p55330.1_BnaDARv10-PA	CDY46659.1	BnaA03g48490D	A0A078IBF3	
C07p55360.1_BnaDARv10-PA	CDY46653.1	BnaA03g48550D	A0A078IBP7	
C07p55370.1_BnaDARv10-PA	CDY65509.1	BnaA03g58780D	A0A078JFN3	2.7.11.1
C07p55420.1_BnaDARv10-PA	CDY69872.1	BnaAnng31820D	A0A078JWE4	
C07p55450.1_BnaDARv10-PA	CDY29837.1	BnaA03g48580D	A0A078GXB5	
C07p55470.1_BnaDARv10-PA	CDY29838.1	BnaA03g48590D	A0A078GZ22	
C07p55480.1_BnaDARv10-PA	CDY29839.1	BnaA03g48600D	A0A078GXH5	
C07p55490.1_BnaDARv10-PA	CDY29840.1	BnaA03g48610D	A0A078GTL5	1.3.1.33
C07p55500.1_BnaDARv10-PA	CDY69722.1	BnaCnng64970D	A0A078JVZ6	
C07p55510.1_BnaDARv10-PA	CDY56312.1	BnaC07g50290D	A0A078J2F6	
C07p55540.1_BnaDARv10-PA	CDY56318.1	BnaC07g50330D	A0A078J2F9	
C07p55550.1_BnaDARv10-PA	CDY56319.1	BnaC07g50340D	A0A078J2G0	
C07p55560.1_BnaDARv10-PA	CDY56320.1	BnaC07g50350D	A0A078IWZ1	
C07p55570.1_BnaDARv10-PA	CDY56322.1	BnaC07g50360D	A0A078J050	
C07p55580.1_BnaDARv10-PA	CDY29847.1	BnaA03g48680D	A0A078GXC9	
C07p55590.1_BnaDARv10-PA	CDY56326.1	BnaC07g50390D	A0A078J2G4	
C07p55600.1_BnaDARv10-PA	CDY56327.1	BnaC07g50400D	A0A078IX06	
C07p55610.1_BnaDARv10-PA	CDY56328.1	BnaC07g50410D	A0A078J053	
C07p55620.1_BnaDARv10-PA	CDY56330.1	BnaC07g50420D	A0A078J0D0	
C07p55640.1_BnaDARv10-PA	CDY56333.1	BnaC07g50450D	A0A078IX10	
C07p55650.1_BnaDARv10-PA	CDY56335.1	BnaC07g50460D	A0A078J056	
C07p55670.1_BnaDARv10-PA	CDY29856.1	BnaA03g48770D	A0A078GWF0	
C07p55680.1_BnaDARv10-PA	CDY29857.1	BnaA03g48780D	A0A078GXD8	
C07p55710.1_BnaDARv10-PA	CDY29861.1	BnaA03g48820D	A0A078GWF1	3.1.3.16
C07p55720.1_BnaDARv10-PA	CDY29863.1	BnaA03g48840D	A0A078GZ43	
C07p55750.1_BnaDARv10-PA	CDY68388.1	BnaCnng58800D	A0A078JLL3	
C07p55760.1_BnaDARv10-PA	CDY68387.1	BnaCnng58790D	A0A078JSJ9	
C07p55840.1_BnaDARv10-PA	CDY29871.1	BnaA03g48920D	A0A078GWG3	
C07p55880.1_BnaDARv10-PA	CDY33847.1	BnaC06g05060D	A0A078H8I6	
C07p55890.1_BnaDARv10-PA	CDY33846.1	BnaC06g05070D	A0A078DU36	
C07p55930.1_BnaDARv10-PA	CDY68231.1	BnaCnng58150D	A0A078JRE6	
C07p55940.1_BnaDARv10-PA	CDY68230.1	BnaCnng58140D	A0A078JP44	
C07p55960.1_BnaDARv10-PA	CDY58714.1	BnaC07g50570D	A0A078J6B0	
C07p55970.1_BnaDARv10-PA	CDY58715.1	BnaC07g50580D	A0A078J6N5	
C07p55980.1_BnaDARv10-PA	CDY58717.1	BnaC07g50590D	A0A078J0L8	
C07p55990.1_BnaDARv10-PA	CDY58718.1	BnaC07g50600D	A0A078J489	
C07p56000.1_BnaDARv10-PA	CDY58719.1	BnaC07g50610D	A0A078J465	
C07p56020.1_BnaDARv10-PA	CDY58722.1	BnaC07g50630D	A0A078J6P1	
C07p56030.1_BnaDARv10-PA	CDY58723.1	BnaC07g50640D	A0A078J0M3	
C07p56040.1_BnaDARv10-PA	CDY58724.1	BnaC07g50650D	A0A078J4C4	1.6.5.9
C07p56050.1_BnaDARv10-PA	CDY58725.1	BnaC07g50660D	A0A078J479	
C07p56060.1_BnaDARv10-PA	CDY58727.1	BnaC07g50670D	A0A078J6F3	
C07p56080.1_BnaDARv10-PA	CDY58728.1	BnaC07g50680D	A0A078J6R6	
C07p56090.1_BnaDARv10-PA	CDY58729.1	BnaC07g50690D	A0A078J0N8	
C07p56100.1_BnaDARv10-PA	CDY58730.1	BnaC07g50700D	A0A078J4E0	2.3.2.27
C07p56110.1_BnaDARv10-PA	CDY67878.1	BnaC07g50470D	A0A078JK38	
C07p56120.1_BnaDARv10-PA	CDY67879.1	BnaC07g50480D	A0A078JM39	
C07p56140.1_BnaDARv10-PA	CDY29898.1	BnaA03g49190D	A0A078GZ75	
C07p56150.1_BnaDARv10-PA	CDY29899.1	BnaA03g49200D	A0A078GXQ2	
C07p56170.1_BnaDARv10-PA	CDY42862.1	BnaAnng06870D	A0A078HYA2	
C07p56200.1_BnaDARv10-PA	CDY29904.1	BnaA03g49250D	A0A078GXQ6	
C07p56210.1_BnaDARv10-PA	CDY29905.1	BnaA03g49260D	A0A078GTR5	
C07p56220.1_BnaDARv10-PA	CDY29906.1	BnaA03g49270D	A0A078GWJ4	
C07p56240.1_BnaDARv10-PA	CDY29907.1	BnaA03g49280D	A0A078GXH9	
C07p56250.1_BnaDARv10-PA	CDY29908.1	BnaA03g49290D	A0A078GZ82	
C07p56260.1_BnaDARv10-PA	CDY29909.1	BnaA03g49300D	A0A078GXR3	
C07p56270.1_BnaDARv10-PA	CDY29910.1	BnaA03g49310D	A0A078GTR8	
C07p56300.1_BnaDARv10-PA	CDY51705.1	BnaA03g58950D	A0A078IKX2	
C07p56410.1_BnaDARv10-PA	CDY50923.1	BnaA03g59010D	A0A078IPC7	
C07p56460.1_BnaDARv10-PA	CDY50927.1	BnaA03g59050D	A0A078ILV3	
C07p56470.1_BnaDARv10-PA	CDY50928.1	BnaA03g59060D	A0A078IPD3	
C07p56620.1_BnaDARv10-PA	CDY59953.1	BnaA03g58840D	Q9LEP6	
C07p56640.1_BnaDARv10-PA	CDY35245.1	BnaA01g07860D	A0A078H9W4	
C07p56680.1_BnaDARv10-PA	CDY47785.1	BnaC07g41750D	A0A078IA38	
C07p56690.1_BnaDARv10-PA	CDY47784.1	BnaC07g41760D	A0A078IEJ3	
C07p56730.1_BnaDARv10-PA	CDY47780.1	BnaC07g41800D	A0A078IA32	
C07p56740.1_BnaDARv10-PA	CDY47779.1	BnaC07g41810D	A0A078IEI7	
C07p56750.1_BnaDARv10-PA	CDY47778.1	BnaC07g41820D	A0A078IF01	
C07p56760.1_BnaDARv10-PA	CDY47777.1	BnaC07g41830D	A0A078ICC5	2.3.2.2; 3.4.19.13
C07p56770.1_BnaDARv10-PA	CDY47776.1	BnaC07g41840D	A0A078ID20	2.3.2.2; 3.4.19.13
C07p56800.1_BnaDARv10-PA	CDY30224.1	BnaA03g49460D	A0A078GYJ3	
C07p56820.1_BnaDARv10-PA	CDY47774.1	BnaC07g41860D	A0A078IEI1	
C07p56830.1_BnaDARv10-PA	CDY47773.1	BnaC07g41870D	A0A078IEZ7	
C07p56860.1_BnaDARv10-PA	CDY47771.1	BnaC07g41890D	A0A078ID18	
C07p56890.1_BnaDARv10-PA	CDY47767.1	BnaC07g41930D	A0A078ICB2	
C07p56900.1_BnaDARv10-PA	CDY47766.1	BnaC07g41940D	A0A078ID14	
C07p56910.1_BnaDARv10-PA	CDY47765.1	BnaC07g41950D	A0A078IA19	
C07p56920.1_BnaDARv10-PA	CDY47764.1	BnaC07g41960D	A0A078IEH0	
C07p56940.1_BnaDARv10-PA	CDY47762.1	BnaC07g41980D	A0A078ICA6	
